Image,Mask
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1003_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1003_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1003_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1003_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1003_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1003_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1004_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1004_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1004_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1004_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1004_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1004_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1004_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1004_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1005_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1005_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1005_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1005_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1005_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1005_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1005_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1005_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1006_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1006_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1006_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1006_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1006_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1006_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1006_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1006_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1007_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1007_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1007_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1007_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1007_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1007_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1007_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1007_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1008_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1008_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1008_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1008_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1008_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1008_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1008_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1008_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1009_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1009_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1009_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1009_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1009_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1009_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1009_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1009_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/100_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/100_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/100_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/100_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/100_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/100_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/100_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/100_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1010_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1010_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1010_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1010_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1010_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1010_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1010_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1010_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1011_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1011_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1011_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1011_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1011_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1011_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1011_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1011_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1012_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1012_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1012_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1012_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1012_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1012_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1012_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1012_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1013_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1013_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1013_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1013_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1013_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1013_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1013_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1013_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1014_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1014_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1014_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1014_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1014_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1014_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1014_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1014_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1015_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1015_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1015_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1015_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1015_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1015_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1015_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1015_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1016_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1016_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1016_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1016_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1016_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1016_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1016_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1016_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1017_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1017_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1017_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1017_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1017_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1017_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1017_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1017_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1018_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1018_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1018_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1018_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1018_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1018_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1018_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1018_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1019_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1019_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1019_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1019_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1019_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1019_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1019_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1019_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/101_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/101_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/101_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/101_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/101_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/101_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/101_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/101_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1020_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1020_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1020_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1020_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1020_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1020_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1020_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1020_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1021_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1021_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1021_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1021_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1021_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1021_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1021_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1021_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1022_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1022_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1022_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1022_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1022_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1022_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1022_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1022_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1023_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1023_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1023_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1023_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1023_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1023_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1023_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1023_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1024_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1024_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1024_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1024_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1024_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1024_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1024_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1024_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1025_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1025_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1025_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1025_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1025_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1025_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1025_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1025_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1026_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1026_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1026_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1026_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1026_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1026_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1026_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1026_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1027_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1027_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1027_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1027_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1027_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1027_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1027_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1027_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1028_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1028_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1028_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1028_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1028_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1028_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1028_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1028_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1029_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1029_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1029_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1029_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1029_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1029_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1029_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1029_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/102_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/102_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/102_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/102_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/102_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/102_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/102_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/102_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1030_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1030_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1030_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1030_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1030_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1030_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1030_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1030_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1031_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1031_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1031_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1031_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1031_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1031_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1031_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1031_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1032_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1032_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1032_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1032_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1032_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1032_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1032_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1032_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1033_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1033_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1033_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1033_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1033_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1033_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1033_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1033_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1034_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1034_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1034_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1034_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1034_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1034_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1034_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1034_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1035_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1035_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1035_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1035_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1035_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1035_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1035_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1035_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1036_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1036_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1036_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1036_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1036_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1036_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1036_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1036_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1037_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1037_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1037_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1037_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1037_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1037_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1037_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1037_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1038_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1038_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1038_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1038_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1038_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1038_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1038_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1038_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1039_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1039_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1039_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1039_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1039_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1039_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1039_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1039_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/103_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/103_1.bmp
