Image,Mask
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1040.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1040.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1042.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1042.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1044.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1044.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1046.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1046.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1048.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1048.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1050.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1050.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1052.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1052.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1054.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1054.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1056.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1056.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1058.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1058.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1062.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1062.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1064.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1064.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1066.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1066.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1068.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1068.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/107.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/107.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1072.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1072.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1074.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1074.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1080.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1080.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1082.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1082.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1084.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1084.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1086.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1086.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1088.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1088.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/109.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/109.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1090.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1090.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1092.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1092.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1094.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1094.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1100.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1100.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1102.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1102.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1104.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1104.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1108.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1108.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/111.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/111.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1110.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1110.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1120.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1120.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1122.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1122.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1124.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1124.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1125.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1125.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1126.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1126.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1128.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1128.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/113.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/113.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1130.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1130.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1132.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1132.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1134.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1134.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1136.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1136.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1141.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1141.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1142.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1142.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1144.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1144.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1148.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1148.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1150.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1150.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1152.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1152.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1156.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1156.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1158.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1158.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1160.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1160.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1162.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1162.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1164.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1164.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1168.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1168.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/117.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/117.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1172.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1172.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1174.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1174.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1176.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1176.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1181.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1181.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1182.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1182.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1184.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1184.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1186.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1186.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1188.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1188.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1190.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1190.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1192.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1192.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1194.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1194.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1196.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1196.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/12.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/12.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1200.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1200.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1202.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1202.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1206.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1206.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/121.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/121.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1210.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1210.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1212.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1212.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1216.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1216.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1218.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1218.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1220.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1220.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1222.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1222.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1224.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1224.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1226.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1226.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1228.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1228.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1232.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1232.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1236.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1236.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1238.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1238.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1241.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1241.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1243.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1243.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1244.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1244.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1248.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1248.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/125.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/125.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1250.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1250.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1252.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1252.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1256.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1256.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1258.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1258.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1264.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1264.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1266.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1266.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1268.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1268.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/127.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/127.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1270.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1270.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1273.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1273.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1274.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1274.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1276.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1276.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1277.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1277.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1279.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1279.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1282.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1282.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1283.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1283.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1285.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1285.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1287.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1287.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1289.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1289.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/129.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/129.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1291.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1291.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1295.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1295.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1296.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1296.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1298.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1298.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1300.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1300.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1302.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1302.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1304.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1304.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1306.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1306.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1309.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1309.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1311.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1311.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1314.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1314.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1315.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1315.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1317.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1317.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1319.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1319.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1325.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1325.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1329.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1329.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/133.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/133.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1331.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1331.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1333.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1333.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1335.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1335.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1338.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1338.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1339.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1339.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1345.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1345.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1349.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1349.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/135.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/135.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1354.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1354.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1356.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1356.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1359.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1359.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1360.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1360.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1363.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1363.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1366.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1366.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/137.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/137.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1370.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1370.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1372.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1372.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1376.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1376.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1380.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1380.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1382.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1382.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1386.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1386.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1388.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1388.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1390.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1390.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1392.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1392.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1394.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1394.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1396.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1396.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1398.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1398.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/140.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/140.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1400.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1400.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1406.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1406.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1408.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1408.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1410.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1410.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1413.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1413.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1415.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1415.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1417.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1417.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1419.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1419.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/142.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/142.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1421.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1421.PNG
E:\MedicalData\TNSCUI2020\TNSCUI2020_train/image/1423.PNG,E:\MedicalData\TNSCUI2020\TNSCUI2020_train/mask/1423.PNG
